edge_id,source,source_label,source_type,target,target_label,target_type,predicate,layer,assertion_count,source_count,source_ids,population,care_setting
edge:af605720fc6a,concept:95ef3a63a17f,midodrine,clinical_concept,relation:d3f0610632bb,Outcome,relation,Participates in relation,relation_context,6,0,,,
edge:b51e3dc60005,concept:59e2545d8c12,renal replacement therapy,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,6,0,,,
edge:b86286bab339,concept:faa0eb06e45f,MIS-C,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:ba0f1834f92d,concept:bdc8e6790aae,gene,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:bd90977d635e,concept:5b4b8b48f4f9,11-month-old male infant with Down syndrome,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:bdfba6f2962b,concept:3b43d6970eba,DKA,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:c01d253e4ecc,concept:c25c6507b288,Renal resistive index,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,6,0,,,
edge:c02b08bb970c,concept:2f4a93b710bc,CIN-AKI,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:c25163d4d028,concept:529318bd11e6,Pregnancy-associated acute kidney injury,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,6,0,,,
edge:c2aa6f60f340,concept:c25c6507b288,Renal resistive index,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:c319998700dc,concept:e5c826f41729,AKD,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:c3472081ee36,concept:4f4a351f26a7,Fluid overload,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:c60765847f29,concept:5842cf7adf84,RAI,clinical_concept,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,Prediction,empirical_assertion,6,2,PMID:32259128;PMID:34395339,Non-neonatal pediatric;Pediatric age unclear,Not specified
edge:c8e9d944446b,concept:ef2a9264a999,7-year-old male,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:caf3c1a477cc,concept:ac7142059aaf,passive cooling,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,6,0,,,
edge:cdc26c8517f8,concept:01db9c235376,creatinine,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:d0598697cc13,concept:7bd96b1fd2e3,cerebral edema,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:d0b796dc7dbe,concept:bfb0dc1e8fdf,AKI incidence,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,6,0,,,
edge:dca2f5dc1e6d,concept:c8eed53d9aca,Rasburicase,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,6,0,,,
edge:debf1b6ab7d8,concept:59e2545d8c12,renal replacement therapy,clinical_concept,relation:ddafb963e8e5,Management or intervention,relation,Participates in relation,relation_context,6,0,,,
edge:df3f7e1c1992,concept:0a6588f8aa37,CKRT,clinical_concept,relation:ddafb963e8e5,Management or intervention,relation,Participates in relation,relation_context,6,0,,,
edge:e18015819536,concept:b2c3a81e8092,neonatal acute kidney injury,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,6,0,,,
edge:e2b722e5ba99,concept:0a25f29c0297,Sodium bicarbonate therapy,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:e6b27a79c313,concept:222e14394aeb,rhabdomyolysis,clinical_concept,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,Association,empirical_assertion,6,6,PMID:30085171;PMID:39081695;PMID:39559972;PMID:40310119;PMID:41146051;PMID:41194818,Non-neonatal pediatric,General inpatient;Not specified
edge:eab136ee1b8c,concept:c94bac1a8dbd,Carnitine palmitoyltransferase II (CPT2) deficiency,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:f39f75e2e39b,concept:156be6eb85c9,HUS,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,6,0,,,
edge:fcc2aade4ad2,concept:0a6588f8aa37,CKRT,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,6,0,,,
edge:00974194c036,concept:2247e02f778d,Hypertension,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:0127fba0fdeb,concept:a718e71142a2,ACLF,clinical_concept,relation:837276742aa9,Prediction,relation,Participates in relation,relation_context,5,0,,,
edge:01d2019a9da3,concept:ae4b0d5b5d36,AKI prevention,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:02896752d426,concept:037c298c139d,CRS,clinical_concept,population:0fd3b2c23bfc,Pediatric age unclear,population,Observed in population,population_context,5,0,,,
edge:0514bebb90f9,concept:d56990b2d044,uKIM-1/cr,clinical_concept,setting:186238cccd6f,Sepsis,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:0b30f400cf19,concept:8206bbb079af,cardiorenal syndrome,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:0bd01b670a70,concept:f7d635cfe882,morbidity and mortality,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:0be4b6f137d7,concept:c42d80666e91,neutrophil gelatinase-associated lipocalin,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:0c1719283851,concept:5dc56b9aab61,age,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:0c5d07410659,concept:2e7fb04d9222,7-day-old female neonate,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:0d8031d7f2a7,concept:3b43d6970eba,DKA,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:13d5a485c723,concept:03e5ee22cc19,HELLP syndrome,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:145377fde5af,concept:a67cfd9b7a0b,in-hospital mortality,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:161f66797d94,concept:0b6baed8ee51,neonates,clinical_concept,relation:a62d286204b7,Risk factor,relation,Participates in relation,relation_context,5,0,,,
edge:1a6bdce66d67,concept:4694eebe5ff3,DMSA renal scan,clinical_concept,population:0fd3b2c23bfc,Pediatric age unclear,population,Observed in population,population_context,5,0,,,
edge:1bfb1ed9c8b2,concept:d9a6a20be620,HDMTX-induced AKI,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:2496fc571e07,concept:bdfb040fda35,Hydration,clinical_concept,population:0fd3b2c23bfc,Pediatric age unclear,population,Observed in population,population_context,5,0,,,
edge:257f348ad93f,concept:2bb93c9ef7ee,logSII,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:27504f29ef53,concept:5501c332f08d,hospital mortality,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:2759db520a2d,concept:5dc56b9aab61,age,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:2e87b57e7b58,concept:c4847974da78,nephrotoxicity,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:3160850b7e8f,concept:ba0d8902976a,16-year-old Caucasian girl with well-controlled type 1 diabetes mellitus,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:346605e1136c,concept:dd04daa49c1d,Baclofen,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:3590db6a68c1,concept:c8eed53d9aca,Rasburicase,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:3632965cff34,concept:044d4ce1cd53,gut microbiota,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:36dbd9948e5e,concept:60be39622d20,high-volume hemofiltration,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:3d0bf99cca61,concept:e51a81ac6eda,CAKUT,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:3f06a908cc96,concept:98c2443d3f14,cardiac surgery-associated acute kidney injury (CSA-AKI),clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:3fd9fe1b2a05,concept:4694eebe5ff3,DMSA renal scan,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:400e8a93746e,concept:a5cc06456c35,NEC,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:40181f21b29a,concept:b57746353556,oliguria,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:48e87dc913e8,concept:01db9c235376,creatinine,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:48f14261ea63,concept:037c298c139d,CRS,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:49a0b2f67d1c,concept:d9a6a20be620,HDMTX-induced AKI,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:4a7b98e4a0a1,concept:e51a81ac6eda,CAKUT,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:4a8d4f7e4b87,concept:70f8fa37cd95,CARPEDIEM,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:4c6e4ca900bb,concept:d51947a9247d,pediatric patients,clinical_concept,population:0fd3b2c23bfc,Pediatric age unclear,population,Observed in population,population_context,5,0,,,
edge:4cf9fb38b1df,concept:6df5cad550fc,poor outcomes,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:511df25c98bc,concept:3b43d6970eba,DKA,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:52238f098715,concept:4878d7fbf8e1,Postinfectious glomerulonephritis (PIGN),clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:5640f10628c3,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,concept:daa4e10d4f1f,Peritoneal dialysis,clinical_concept,Management or intervention,empirical_assertion,5,5,PMID:31310475;PMID:35084035;PMID:35946131;PMID:39493743;PMID:39823001,Neonatal;Non-neonatal pediatric;Pediatric age unclear,Cardiac surgery;General inpatient;Not specified;PICU
edge:56792ca66dc7,concept:faead1afc0f7,TyG index,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:587d49f6999b,concept:29166f0942dc,fluid overload,clinical_concept,relation:ddafb963e8e5,Management or intervention,relation,Participates in relation,relation_context,5,0,,,
edge:58b23df83e34,concept:b84169bad39c,L-FABP,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:59c9ab528f98,concept:83041302c0a8,infants,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:5bc74dca808c,concept:97538d771d18,uNGAL,clinical_concept,relation:fdd437d370c4,Diagnosis or staging,relation,Participates in relation,relation_context,5,0,,,
edge:5d41c9450493,concept:0150705d6583,Neonatal AKI,clinical_concept,relation:a62d286204b7,Risk factor,relation,Participates in relation,relation_context,5,0,,,
edge:615764f45841,concept:72fabde7d614,pregnancy-associated acute kidney injury,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,5,0,,,
edge:624ff3a3bf72,concept:03e5ee22cc19,HELLP syndrome,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,5,0,,,
edge:661815de4ef5,concept:cfed5392e86b,Rhabdomyolysis,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:666e0629c2b3,concept:2061ae4227c6,contrast-induced acute kidney injury,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:67e2eb8f5938,concept:511d9f099a20,Neutrophil gelatinase-associated lipocalin,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:6be0122599fa,concept:0a1913b09d78,aHUS,clinical_concept,relation:a62d286204b7,Risk factor,relation,Participates in relation,relation_context,5,0,,,
edge:6dcf3ec9273a,concept:0f3162046e6d,renal injury,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,5,0,,,
edge:6f7e74a746ec,concept:ba0d8902976a,16-year-old Caucasian girl with well-controlled type 1 diabetes mellitus,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:7161713ba4dd,concept:2f4a93b710bc,CIN-AKI,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:75410d4f210c,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,concept:a5cc06456c35,NEC,clinical_concept,Association,empirical_assertion,5,2,PMID:35978106;PMID:37843138,Neonatal,General inpatient;Not specified
edge:7a5ba2905f07,concept:c42d80666e91,neutrophil gelatinase-associated lipocalin,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:7e80dfca50e6,concept:bf502fc059e3,CPB-AKI,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:7f79ccf8a00a,concept:0a1913b09d78,aHUS,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:80ead51d80fc,concept:b253b8446dc6,cardiac surgery-associated acute kidney injury,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:811300c4497f,concept:f7d635cfe882,morbidity and mortality,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:83ff70f4e80f,concept:86b49243738d,dexmedetomidine,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:84a7a9255511,concept:7bd96b1fd2e3,cerebral edema,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:84b83abd1216,concept:8206bbb079af,cardiorenal syndrome,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:858bf72e97fd,concept:060ec2f18df8,LCOS,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:861a9c2f8111,concept:ac7142059aaf,passive cooling,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:89fb4525eadf,concept:42b89a6b7380,vancomycin,clinical_concept,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,Association,empirical_assertion,5,5,PMID:36452916;PMID:39780358;PMID:40966765;PMID:41359059;PMID:42260795,Neonatal;Non-neonatal pediatric,Not specified
edge:8b13fbf60029,concept:06901dda33a5,HRS-AKI,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:8d27d434e3d0,concept:739bd59fa509,Cystatin C,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:8f8604abf07d,concept:b5b44b9e3ed5,mechanical ventilation,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:94a882019765,concept:0d9bd6b5d986,vancomycin plus piperacillin-tazobactam,clinical_concept,population:f529ef2927eb,Explicitly non-pediatric,population,Observed in population,population_context,5,0,,,
edge:94c1bf848d2d,concept:991a5e3f2a5d,critically ill children,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:94fcf5e6e098,concept:d56990b2d044,uKIM-1/cr,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:99b1eec775f0,concept:72fabde7d614,pregnancy-associated acute kidney injury,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:a1ad923118f2,concept:42abe1123034,cidofovir,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:a2178affe59c,concept:162a81bb5a59,CI-AKI,clinical_concept,relation:a62d286204b7,Risk factor,relation,Participates in relation,relation_context,5,0,,,
edge:a7488145ec93,concept:991a5e3f2a5d,critically ill children,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:a7e261600b19,concept:44861e186e12,KIM-1,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:a980b283d72d,concept:bdfb040fda35,Hydration,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:aa0ba76ce48e,concept:faead1afc0f7,TyG index,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:ab8afa5a2b40,concept:1b43259e3df5,28-day mortality,clinical_concept,relation:837276742aa9,Prediction,relation,Participates in relation,relation_context,5,0,,,
edge:abdf98247f40,concept:6670fd44fff1,neonatal AKI,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:acba0581ea02,concept:41fb91f2e8ef,STARZ score,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:ad94b7c6facb,concept:ae4b0d5b5d36,AKI prevention,clinical_concept,relation:ddafb963e8e5,Management or intervention,relation,Participates in relation,relation_context,5,0,,,
edge:af0c2f8a207d,concept:a67cfd9b7a0b,in-hospital mortality,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:b04540472614,concept:739bd59fa509,Cystatin C,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:b05e94b75532,concept:72fabde7d614,pregnancy-associated acute kidney injury,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:b1453c378397,concept:1387a8a1e490,persistent severe AKI,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:b1e4f73d3014,concept:5f1b5d8e8f8c,SA-AKI,clinical_concept,relation:fdd437d370c4,Diagnosis or staging,relation,Participates in relation,relation_context,5,0,,,
edge:b65291446959,concept:9359273b50a4,SCD,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:b725b78e6577,concept:41fb91f2e8ef,STARZ score,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:b815f703d278,concept:32a6eb16dd8b,AKI stages,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:be5407d22446,concept:a66769ba9b18,crush syndrome,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:c08416e7e7df,concept:3c16a3a8636f,hemodialysis,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:c20c78091755,concept:eda314d57f7d,urinary NGAL,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:c26fbf806d30,concept:517903c4e8fe,hypercalcemia,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:c35269753caf,concept:5501c332f08d,hospital mortality,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:c58c4cddabf4,concept:0d9bd6b5d986,vancomycin plus piperacillin-tazobactam,clinical_concept,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,Association,empirical_assertion,5,1,PMID:29088001,Explicitly non-pediatric,General inpatient;PICU
edge:cd0776505368,concept:ed411d3adc47,scrub typhus,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:ce49d105928e,concept:0f3162046e6d,renal injury,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:d45aa999dfd9,concept:19fa52517804,kidney injury,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:d674a2637b37,concept:162e2710b32d,MAKE30,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:d74021863dc5,concept:bc55f896955a,milrinone clearance,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:d98d965bbde8,concept:3ae2e469c093,underweight,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:dab6257368ba,concept:a718e71142a2,ACLF,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,5,0,,,
edge:db2ecfcc966b,concept:1387a8a1e490,persistent severe AKI,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:dbc8537d54b4,concept:60c211760c7c,multiple organ dysfunction syndromes,clinical_concept,setting:009f0c0461ec,PICU,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:dbe7b292a38a,concept:1da5a27f88be,CA-AKI,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:ddf20470bf77,concept:e60a6cfa0bb4,fluid balance,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:de3a418ad156,concept:5842cf7adf84,RAI,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:de8c65f6b8ab,concept:a718e71142a2,ACLF,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:e1955787a03c,concept:2061ae4227c6,contrast-induced acute kidney injury,clinical_concept,relation:a62d286204b7,Risk factor,relation,Participates in relation,relation_context,5,0,,,
edge:e1a2aa693f74,concept:9359273b50a4,SCD,clinical_concept,population:60f1e913db61,Not specified,population,Observed in population,population_context,5,0,,,
edge:e3102b05db17,concept:bacdca30ec80,new-onset acute kidney injury,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:e5f03aaf292a,concept:16501326ecd5,CSA-AKI,clinical_concept,relation:fdd437d370c4,Diagnosis or staging,relation,Participates in relation,relation_context,5,0,,,
edge:e6ad30639e86,concept:be11a870acf0,7-year-old girl,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:e7c776058b7b,concept:be11a870acf0,7-year-old girl,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:e84483773120,concept:8206bbb079af,cardiorenal syndrome,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:e9e3839de0a7,concept:3b81417c9b72,SCLS,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:ea0f8272b766,concept:60be39622d20,high-volume hemofiltration,clinical_concept,setting:186238cccd6f,Sepsis,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:eb23b762dfe7,concept:c4847974da78,nephrotoxicity,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:eb6a6dbdc360,concept:060ec2f18df8,LCOS,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:ebeb6ce15bcc,concept:42b89a6b7380,vancomycin,clinical_concept,relation:a62d286204b7,Risk factor,relation,Participates in relation,relation_context,5,0,,,
edge:ed83eb54185b,concept:4f4a351f26a7,Fluid overload,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:f02638c3e6db,concept:1cd91b92b952,renal failure,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:f25b1b4c6629,concept:3f02509e7e1a,Acute kidney injury,clinical_concept,concept:9462d97142c0,Chronic kidney disease,clinical_concept,Outcome,empirical_assertion,5,5,PMID:21996350;PMID:28303771;PMID:33024063;PMID:34846061;PMID:40426719,Neonatal;Non-neonatal pediatric;Not specified;Pediatric age unclear,General inpatient;Not specified;Oncology or transplant
edge:f28b941617dc,concept:4878d7fbf8e1,Postinfectious glomerulonephritis (PIGN),clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:f347c2ef3ef4,concept:b98555890ded,ApoA5,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:f6793ebb6401,concept:e60a6cfa0bb4,fluid balance,clinical_concept,population:0fd3b2c23bfc,Pediatric age unclear,population,Observed in population,population_context,5,0,,,
edge:f97d0e040657,concept:60c211760c7c,multiple organ dysfunction syndromes,clinical_concept,population:a6dd3918708d,Neonatal,population,Observed in population,population_context,5,0,,,
edge:fa938f0f7afd,concept:186238cccd6f,Sepsis,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:fca475cf3ff1,concept:7626d382c6f0,renal biopsy,clinical_concept,population:a0247bcb3f69,Non-neonatal pediatric,population,Observed in population,population_context,5,0,,,
edge:fca7bad97b18,concept:6df5cad550fc,poor outcomes,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,5,0,,,
edge:fd4c501e4a89,concept:da9923b574d7,patients with AKI,clinical_concept,setting:60f1e913db61,Not specified,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:fd9ad00e5032,concept:2afed6846cf8,intra-operative urine output,clinical_concept,setting:04a3a8cdc90f,Cardiac surgery,care_setting,Observed in care setting,care_setting_context,5,0,,,
edge:04e929dca777,concept:68ea491b092f,acute renal failure,clinical_concept,setting:a2ffebdb6db9,General inpatient,care_setting,Observed in care setting,care_setting_context,4,0,,,
edge:04f91053f193,concept:7b0261c11888,therapeutic hypothermia,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,4,0,,,
edge:056ba3e5141a,concept:b2c3a81e8092,neonatal acute kidney injury,clinical_concept,relation:1948b8a73d1c,Association,relation,Participates in relation,relation_context,4,0,,,
