source_database,target_database,model,endpoint,bin_mean_prediction,bin_event_rate,n
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.018423168768542195,0.0069617105917454,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.06741626017640355,0.07011437095972153,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.10542969282647972,0.12630532073595227,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.13086601562464414,0.16069651741293534,2010
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.14745952655046748,0.174042764793635,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.16172401189863356,0.18150174042764794,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.17447244591677366,0.2009950248756219,2010
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.18801574372699875,0.2138239681750373,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.20569626145965125,0.24216807558428644,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_progression,0.2350788137647182,0.26703132769766286,2011
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.08457808882540681,0.08067226890756303,1785
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.1119033114216186,0.1210762331838565,1784
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.1327775617844254,0.15246636771300448,1784
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.1463818735852629,0.16974789915966387,1785
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.1573191109810843,0.19114349775784753,1784
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.16745503890774976,0.1827354260089686,1784
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.1773273613856954,0.20112044817927172,1785
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.18815744952236055,0.21973094170403587,1784
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.20263402894005647,0.23766816143497757,1784
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.22945007044060223,0.2857142857142857,1785
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.0015092875827449677,0.0,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.0017428120754057826,0.0020629190304280558,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.002159648862534816,0.0010314595152140279,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.002618793164230518,0.0030943785456420837,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.0031256555441993685,0.0030943785456420837,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.003740658361745385,0.003611971104231166,1938
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.004566686611445818,0.005673027333677153,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.005949480452609852,0.0030943785456420837,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.008758263305106257,0.005157297576070139,1939
MIMIC-IV,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.024853692627778493,0.021660649819494584,1939
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.030248499699566774,0.019393336648433616,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.041019954902505706,0.040775733465937346,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.05016200322415152,0.05668821481849826,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.061647683104027566,0.07960199004975124,2010
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.07558275299810877,0.0870213823968175,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.09434172521845018,0.11785181501740427,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.12033018505766024,0.10895522388059702,2010
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.16143104107240017,0.15763301839880656,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.2399629214431207,0.23769269020387868,2011
MIMIC-IV,MIMIC-III,state_xgboost,hospital_death,0.43482577139794204,0.43560417702635507,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.015096980731976916,0.009448035803083043,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.01942185652898444,0.028841372451516658,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.023767923975149416,0.033316757831924414,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.02931163423319361,0.03383084577114428,2010
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.03754017059702828,0.05271009448035803,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.04877981893099522,0.05668821481849826,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.06618256299056817,0.08308457711442786,2010
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.09606336138694219,0.11785181501740427,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.15913027542731703,0.174042764793635,2011
MIMIC-IV,MIMIC-III,state_xgboost,icu_death,0.34777683287873784,0.3664843361511686,2011
MIMIC-IV,eICU,kdigo_lookup,next_aki_progression,0.01102343265623498,0.012452711223203027,6344
MIMIC-IV,eICU,kdigo_lookup,next_aki_progression,0.15583402294092957,0.15717503217503218,12432
MIMIC-IV,eICU,kdigo_lookup,next_aki_stage2_onset,0.1557987926460791,0.15717503217503218,12432
MIMIC-IV,eICU,kdigo_lookup,next_aki_stage3_onset,0.0062052159023558385,0.010319594721370942,15989
MIMIC-IV,eICU,kdigo_lookup,hospital_death,0.12537813964864733,0.12477328163112139,15989
MIMIC-IV,eICU,kdigo_lookup,hospital_death,0.17377116714778928,0.1234302116971654,2787
MIMIC-IV,eICU,kdigo_lookup,icu_death,0.08081477955344105,0.07731281666353912,15987
MIMIC-IV,eICU,kdigo_lookup,icu_death,0.13749398901148518,0.07857911733046287,2787
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.016870296043487658,0.0,1878
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.018294243324504366,0.012779552715654952,1878
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.0211162037788218,0.018114011720831113,1877
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.05527585069128214,0.08945686900958466,1878
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.09822782130637064,0.11507725093233884,1877
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.11720908358217047,0.11767838125665601,1878
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.13404094101935546,0.1321257325519446,1877
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.15056209880323074,0.15708200212992546,1878
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.16889074924275413,0.21310602024507191,1877
MIMIC-IV,eICU,state_logistic,next_aki_progression,0.2022038084614518,0.2273695420660277,1878
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.0976592353410372,0.12781350482315113,1244
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.11360709348203478,0.11343523732904263,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.12364033640198235,0.12308930008045052,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.13238976427075946,0.1166532582461786,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.14031364709402608,0.13113435237329044,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.14826360593039664,0.13837489943684633,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.15607502328850814,0.16411906677393404,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.16412430916547968,0.19790828640386163,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.1743779030305574,0.22123893805309736,1243
MIMIC-IV,eICU,state_logistic,next_aki_stage2_onset,0.19439022764084424,0.2379421221864952,1244
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.0003731797559845265,0.0031269543464665416,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.0005150097009860995,0.008755472170106316,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.000777291477312176,0.0075046904315197,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.0011340482617664925,0.006253908692933083,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.001557147067903382,0.0068792995622263915,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.0021209485025479643,0.0031289111389236545,1598
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.0032031820065401883,0.0031269543464665416,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.006482523458871787,0.016260162601626018,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.014505007524996194,0.013133208255159476,1599
MIMIC-IV,eICU,state_logistic,next_aki_stage3_onset,0.04264365322421945,0.035021888680425266,1599
MIMIC-IV,eICU,state_logistic,hospital_death,0.024866235282775945,0.03194888178913738,1878
MIMIC-IV,eICU,state_logistic,hospital_death,0.03499651721483285,0.05005324813631523,1878
MIMIC-IV,eICU,state_logistic,hospital_death,0.043766455066905866,0.05221097496004262,1877
MIMIC-IV,eICU,state_logistic,hospital_death,0.052809577163495325,0.07827476038338659,1878
MIMIC-IV,eICU,state_logistic,hospital_death,0.06407282671746765,0.08417687799680341,1877
MIMIC-IV,eICU,state_logistic,hospital_death,0.07838504556348276,0.08466453674121406,1878
MIMIC-IV,eICU,state_logistic,hospital_death,0.0975350903770869,0.12519978689397976,1877
MIMIC-IV,eICU,state_logistic,hospital_death,0.12930929575897,0.1299254526091587,1878
MIMIC-IV,eICU,state_logistic,hospital_death,0.1910795328159185,0.19872136387852957,1877
MIMIC-IV,eICU,state_logistic,hospital_death,0.38027834751830697,0.41054313099041534,1878
MIMIC-IV,eICU,state_logistic,icu_death,0.012290086506452328,0.012779552715654952,1878
MIMIC-IV,eICU,state_logistic,icu_death,0.016756416632375568,0.02663825253063399,1877
MIMIC-IV,eICU,state_logistic,icu_death,0.020960526111186917,0.02663825253063399,1877
MIMIC-IV,eICU,state_logistic,icu_death,0.025492973239840473,0.0362087326943557,1878
MIMIC-IV,eICU,state_logistic,icu_death,0.031422878017665926,0.040490143846563666,1877
MIMIC-IV,eICU,state_logistic,icu_death,0.03974659300717383,0.05594033031433138,1877
MIMIC-IV,eICU,state_logistic,icu_death,0.051993506354566454,0.06443024494142705,1878
MIMIC-IV,eICU,state_logistic,icu_death,0.07388326182532767,0.07192328183271178,1877
MIMIC-IV,eICU,state_logistic,icu_death,0.12201810429705288,0.1267980820458178,1877
MIMIC-IV,eICU,state_logistic,icu_death,0.3080377905719831,0.31309904153354634,1878
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.016125050033675755,0.0,1878
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.017438568842336456,0.013312034078807242,1878
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.020071653357614724,0.02023429179978701,1878
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.045348513925018374,0.06446457112413426,1877
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.08496481713679603,0.10655301012253596,1877
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.11084864845576758,0.12087326943556975,1878
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.13487822982022657,0.1342567927543953,1877
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.15299362601182712,0.17145899893503727,1878
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.17385099166939724,0.20298348428343102,1877
MIMIC-IV,eICU,state_xgboost,next_aki_progression,0.208740707474966,0.24866879659211927,1878
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.07060149631843306,0.09485530546623794,1244
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.09077117852237276,0.10297666934835076,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.10780581270890761,0.10136765888978279,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.1242217448504817,0.1263073209975865,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.13758088538029073,0.13757039420756234,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.14814077459173824,0.14722445695897024,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.15862043881646493,0.18262268704746581,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.16989691923533537,0.1914722445695897,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.18368564336317159,0.22928399034593724,1243
MIMIC-IV,eICU,state_xgboost,next_aki_stage2_onset,0.21233327099843807,0.2580385852090032,1244
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.0015374345869015788,0.0068792995622263915,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.0018210645885631358,0.008755472170106316,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.002197732295074487,0.009380863039399626,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.0026026180716146427,0.008755472170106316,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.0030939668423383775,0.00375234521575985,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.003712456862649674,0.0050062578222778474,1598
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.004620672432790796,0.010006253908692933,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.006211456438215488,0.009380863039399626,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.009516976617935992,0.016885553470919325,1599
MIMIC-IV,eICU,state_xgboost,next_aki_stage3_onset,0.026945689843362982,0.024390243902439025,1599
MIMIC-IV,eICU,state_xgboost,hospital_death,0.02476799874085461,0.019701810436634718,1878
MIMIC-IV,eICU,state_xgboost,hospital_death,0.03286098483136604,0.029818956336528223,1878
MIMIC-IV,eICU,state_xgboost,hospital_death,0.039166723509915215,0.045260915867944625,1878
MIMIC-IV,eICU,state_xgboost,hospital_death,0.046800905855478726,0.05061267980820458,1877
MIMIC-IV,eICU,state_xgboost,hospital_death,0.05753581072454384,0.0740543420351625,1877
MIMIC-IV,eICU,state_xgboost,hospital_death,0.07381783663052213,0.10063897763578275,1878
MIMIC-IV,eICU,state_xgboost,hospital_death,0.09849800844701588,0.11235356762513313,1878
MIMIC-IV,eICU,state_xgboost,hospital_death,0.1394608149073768,0.14544485881726157,1877
MIMIC-IV,eICU,state_xgboost,hospital_death,0.22292739462522224,0.2242940863079382,1877
MIMIC-IV,eICU,state_xgboost,hospital_death,0.44192252164514173,0.4435569755058573,1878
MIMIC-IV,eICU,state_xgboost,icu_death,0.013574256456067291,0.009584664536741214,1878
MIMIC-IV,eICU,state_xgboost,icu_death,0.016865494055202112,0.012786361214704315,1877
MIMIC-IV,eICU,state_xgboost,icu_death,0.01966355948028694,0.02610548748002131,1877
MIMIC-IV,eICU,state_xgboost,icu_death,0.023579930039608694,0.029286474973375932,1878
MIMIC-IV,eICU,state_xgboost,icu_death,0.029217086949712683,0.03782631859350027,1877
MIMIC-IV,eICU,state_xgboost,icu_death,0.038364138607021085,0.04794885455514118,1877
MIMIC-IV,eICU,state_xgboost,icu_death,0.053409673091067804,0.055378061767838126,1878
MIMIC-IV,eICU,state_xgboost,icu_death,0.07976456153611904,0.07352157698454981,1877
MIMIC-IV,eICU,state_xgboost,icu_death,0.14171260785456344,0.1289291422482685,1877
MIMIC-IV,eICU,state_xgboost,icu_death,0.35354646839621984,0.35356762513312034,1878
eICU,MIMIC-III,kdigo_lookup,next_aki_progression,0.1446533943939492,0.1643624428088323,20108
eICU,MIMIC-III,kdigo_lookup,next_aki_stage2_onset,0.16119072793522382,0.1842075767765075,17844
eICU,MIMIC-III,kdigo_lookup,next_aki_stage3_onset,0.009073965019168425,0.004848109752952705,19389
eICU,MIMIC-III,kdigo_lookup,hospital_death,0.121357874230371,0.13412572110602744,20108
eICU,MIMIC-III,kdigo_lookup,icu_death,0.07434556199521108,0.09563357867515417,20108
eICU,MIMIC-III,state_logistic,next_aki_progression,0.015975005451862135,0.007458975634012929,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.08584311602091624,0.09796121332670313,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.11614345484989784,0.1511685728493287,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.1368813071158988,0.1681592039800995,2010
eICU,MIMIC-III,state_logistic,next_aki_progression,0.16894110530422196,0.19542516161113874,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.1916514413309951,0.1839880656389856,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.20523449142477407,0.21492537313432836,2010
eICU,MIMIC-III,state_logistic,next_aki_progression,0.21792088083696864,0.20238687220288415,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.23478687512732335,0.21332670313276977,2011
eICU,MIMIC-III,state_logistic,next_aki_progression,0.27204112248418344,0.20885131775236201,2011
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.10551010250043469,0.10812324929971989,1785
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.12303027592081527,0.15134529147982062,1784
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.13731066626183389,0.15975336322869954,1784
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.15984742330068968,0.1938375350140056,1785
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.18275261102369547,0.18778026905829595,1784
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.19600977814618514,0.2006726457399103,1784
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.20636827180198594,0.20224089635854342,1785
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.2170998962771465,0.20908071748878923,1784
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.2313968829994378,0.21973094170403587,1784
eICU,MIMIC-III,state_logistic,next_aki_stage2_onset,0.26115869619265325,0.20952380952380953,1785
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.0017852866292084352,0.0015471892728210418,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.002234633651750797,0.0010314595152140279,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.002549398834555342,0.0030943785456420837,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.0028533894527134835,0.0036101083032490976,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.0031972547799498686,0.0020629190304280558,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.0036485691641825486,0.0025799793601651187,1938
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.004426364949748281,0.0036101083032490976,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.006177094923269893,0.005157297576070139,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.009707720107540618,0.0036101083032490976,1939
eICU,MIMIC-III,state_logistic,next_aki_stage3_onset,0.02695239185873859,0.0221763795771016,1939
eICU,MIMIC-III,state_logistic,hospital_death,0.02436547574167122,0.07210343112879164,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.0341309512859328,0.07359522625559423,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.04318942060144845,0.06514172053704624,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.05380581830493846,0.06666666666666667,2010
eICU,MIMIC-III,state_logistic,hospital_death,0.06705483038224787,0.09746394828443561,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.08528075947031223,0.10740924912978618,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.11531085790093265,0.13482587064676618,2010
eICU,MIMIC-III,state_logistic,hospital_death,0.16945423304382573,0.1670810542018896,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.2569140726982925,0.18000994530084535,2011
eICU,MIMIC-III,state_logistic,hospital_death,0.43037959842881063,0.37692690203878665,2011
eICU,MIMIC-III,state_logistic,icu_death,0.012098749239536763,0.04972650422675286,2011
eICU,MIMIC-III,state_logistic,icu_death,0.016890764103999544,0.04724017901541522,2011
eICU,MIMIC-III,state_logistic,icu_death,0.02157665981875463,0.0417702635504724,2011
eICU,MIMIC-III,state_logistic,icu_death,0.027056633361351133,0.046766169154228855,2010
eICU,MIMIC-III,state_logistic,icu_death,0.034222801246975326,0.05271009448035803,2011
eICU,MIMIC-III,state_logistic,icu_death,0.04481038235013073,0.06016907011437096,2011
eICU,MIMIC-III,state_logistic,icu_death,0.06325577405925414,0.08208955223880597,2010
eICU,MIMIC-III,state_logistic,icu_death,0.10330237883542795,0.1287916459472899,2011
eICU,MIMIC-III,state_logistic,icu_death,0.17733281658900313,0.1357533565390353,2011
eICU,MIMIC-III,state_logistic,icu_death,0.339482090629967,0.3112879164594729,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.01647186281982937,0.007458975634012929,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.06463270371086055,0.08304326205867728,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.1103746933294789,0.13426156141223272,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.1441909053654813,0.17313432835820897,2010
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.17071301077711587,0.19244157135753356,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.18980960757622134,0.18846345101939332,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.20893922259855033,0.21641791044776118,2010
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.23024265994959242,0.1964196916956738,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.25105414199094045,0.2138239681750373,2011
eICU,MIMIC-III,state_xgboost,next_aki_progression,0.2807944446046337,0.2381899552461462,2011
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.08408028890146595,0.1030812324929972,1785
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.11739500079537854,0.12275784753363228,1784
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.14283545869882866,0.1726457399103139,1784
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.16395339932428354,0.1876750700280112,1785
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.17991529973098516,0.18946188340807174,1784
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.19429701526603357,0.1961883408071749,1784
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.20994065598446449,0.20336134453781513,1785
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.22643298021780803,0.19899103139013452,1784
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.24480672242462367,0.2258968609865471,1784
eICU,MIMIC-III,state_xgboost,next_aki_stage2_onset,0.27519441028269065,0.24201680672268908,1785
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.003332392248704976,0.0005157297576070139,1939
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.00396894116216272,0.0015463917525773195,1940
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.004459220457820162,0.0041279669762641896,1938
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.004949636577497428,0.0030943785456420837,1939
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.005520149929013801,0.0015471892728210418,1939
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.006292540788356411,0.005159958720330237,1938
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.007318200180407896,0.0025786487880350697,1939
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.008822811891859404,0.0046415678184631255,1939
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.011696558677682161,0.008767405879319236,1939
eICU,MIMIC-III,state_xgboost,next_aki_stage3_onset,0.022397391748330747,0.016503352243424446,1939
eICU,MIMIC-III,state_xgboost,hospital_death,0.022052087164833617,0.03381402287419195,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.03160635568664656,0.05718547986076579,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.04035544818547873,0.07707608155146693,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.05119479722459221,0.07462686567164178,2010
eICU,MIMIC-III,state_xgboost,hospital_death,0.0659903246114676,0.09597215315763302,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.08684915631327803,0.10641471904525111,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.11801979726004364,0.13134328358208955,2010
eICU,MIMIC-III,state_xgboost,hospital_death,0.1650394959674434,0.15216310293386376,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.2536219338585879,0.21332670313276977,2011
eICU,MIMIC-III,state_xgboost,hospital_death,0.4507110972033396,0.39930382894082544,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.010857317746722953,0.02187966185977126,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.01540281397092778,0.037294878170064646,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.019826207350715365,0.037294878170064646,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.0254951151949701,0.04975124378109453,2010
eICU,MIMIC-III,state_xgboost,icu_death,0.03361852707231092,0.05320735952262556,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.04582245066235873,0.0765788165091994,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.06637165205210299,0.08606965174129354,2010
eICU,MIMIC-III,state_xgboost,icu_death,0.10148064439818967,0.10492292391844853,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.171990446631497,0.15365489806066635,2011
eICU,MIMIC-III,state_xgboost,icu_death,0.3451948723853494,0.3356539035305818,2011
eICU,MIMIC-IV,kdigo_lookup,next_aki_progression,0.1398093160716631,0.14128540677213244,29267
eICU,MIMIC-IV,kdigo_lookup,next_aki_stage2_onset,0.1611907279352238,0.16400719856028795,25005
eICU,MIMIC-IV,kdigo_lookup,next_aki_stage3_onset,0.009073864599527451,0.0058689620829479976,28114
eICU,MIMIC-IV,kdigo_lookup,hospital_death,0.11972746558223585,0.12157036935797998,29267
eICU,MIMIC-IV,kdigo_lookup,icu_death,0.073439635922224,0.0815733716082291,29262
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.014764538380343799,0.004783054321831227,2927
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.057792695470823746,0.061496412709258624,2927
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.10855708018413815,0.13362952836637046,2926
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.12937742900860608,0.15305773829859926,2927
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.1589653990427137,0.14998291766313632,2927
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.18404790271717802,0.15276828434723172,2926
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.19962571912610902,0.18038947728049198,2927
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.21353730826714393,0.18557758031442242,2926
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.23133751281626524,0.1902972326614281,2927
eICU,MIMIC-IV,state_logistic,next_aki_progression,0.271595465523984,0.20088828151691152,2927
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.10378246310828734,0.10635745701719312,2501
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.12184750289320946,0.1352,2500
