mode,mode_class,uncertainty_unit,source_database,target_database,endpoint,model,n_clusters,bootstrap_reps_requested,bootstrap_reps_valid,auroc_lo,auroc_hi,delta_semantic_minus_model_lo,delta_semantic_minus_model_hi
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,next_aki_stage2plus,semantic_transformer,17491,1000,1000,0.5082082433964028,0.5252190598878909,,
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,demographic,17491,1000,1000,0.5315537295448616,0.5564831852597296,-0.021775183297664844,-0.0010471942786896644
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,random_transformer,17491,1000,1000,0.5397564016413995,0.563731453103622,-0.02904719995261236,-0.008332634114284266
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,xgboost,17491,1000,1000,0.5408140000986199,0.5654861109109574,-0.031846864395512486,-0.009993237692121768
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,semantic_transformer,17491,1000,1000,0.5208338072879247,0.5451149776528857,,
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,hospital_death,demographic,17491,1000,1000,0.5771973687843155,0.6005664922483601,0.03713704226013889,0.055389408007332254
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,hospital_death,random_transformer,17491,1000,1000,0.5763643733027688,0.600025400655379,0.03778377637375101,0.055934844537838646
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,hospital_death,xgboost,17491,1000,1000,0.5754382736540489,0.5989146663678165,0.03827913972711601,0.0573567143493458
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,hospital_death,semantic_transformer,17491,1000,1000,0.6238939182886046,0.6467780221003518,,
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,icu_death,demographic,17489,1000,1000,0.5432072940075021,0.5716241879046309,0.04114896054785887,0.06884855258682929
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,icu_death,random_transformer,17489,1000,1000,0.5444464585285642,0.5726181992964327,0.04031378841752216,0.0672939100854552
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,icu_death,xgboost,17489,1000,1000,0.543615783378703,0.5711997189057233,0.04140350419173018,0.06897068892279284
precise_time,prespecified timing sensitivity,patient,MIMIC-III + MIMIC-IV,eICU,icu_death,semantic_transformer,17489,1000,1000,0.5986373389739449,0.6287331455074068,,
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_progression,demographic,138,1000,1000,0.49025980218593296,0.5204494970606591,-0.009171593423293725,0.022892075650773187
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_progression,random_transformer,138,1000,1000,0.5143268537555845,0.5426400504994108,-0.029558926303493778,-0.003787723835490884
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_progression,xgboost,138,1000,1000,0.508024133894064,0.537885581274558,-0.02790939394115261,0.0031988226882739604
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_progression,semantic_transformer,138,1000,1000,0.4999792325171349,0.5245442853408385,,
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage2plus,demographic,138,1000,1000,0.5161185385649818,0.5388838291204338,-0.023316300091137044,0.0025998101602674197
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage2plus,random_transformer,138,1000,1000,0.5164461447496436,0.5409026934727721,-0.025742091671616573,0.002567649420349241
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage2plus,xgboost,138,1000,1000,0.5182942088920921,0.5413354999179637,-0.027028157047195085,0.0006727097725685904
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage2plus,semantic_transformer,138,1000,1000,0.5080625316982623,0.5256698642967552,,
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,demographic,138,1000,1000,0.5318851780916811,0.5573548385587415,-0.03533858083754155,0.012221915462626338
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,random_transformer,138,1000,1000,0.5360266400659208,0.567539728445923,-0.046890325184773554,0.007556492112559797
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,xgboost,138,1000,1000,0.5393488688636773,0.5689286758984653,-0.04832036314059595,0.004598377428647676
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,semantic_transformer,138,1000,1000,0.5137393906766716,0.5512774109601695,,
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,demographic,138,1000,1000,0.5718116938192692,0.6039146554409076,0.033507996440655906,0.059423581960605314
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,random_transformer,138,1000,1000,0.5723663111079806,0.602942204769153,0.0339696847196502,0.05897574426281892
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,xgboost,138,1000,1000,0.5707888064335183,0.6027311538776032,0.03463533030251162,0.0616203862281084
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,semantic_transformer,138,1000,1000,0.6184114922791444,0.6492144155828853,,
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,demographic,138,1000,1000,0.533049856123716,0.5765897675927388,0.03768274213887465,0.07662238423637976
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,random_transformer,138,1000,1000,0.537593420923007,0.5754358942322894,0.03604690290496857,0.07289714870284285
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,xgboost,138,1000,1000,0.5335996942618928,0.5774013707689117,0.03813405067585838,0.07760613208014147
precise_time,prespecified timing sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,semantic_transformer,138,1000,1000,0.5917276079976735,0.6319294701519199,,
