mode,mode_class,uncertainty_unit,source_database,target_database,endpoint,model,n_clusters,bootstrap_reps_requested,bootstrap_reps_valid,auroc_lo,auroc_hi,delta_semantic_minus_model_lo,delta_semantic_minus_model_hi
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,random_transformer,138,1000,1000,0.5358021579961895,0.5678632584375968,2.2508836809631864e-05,0.03140388221496895
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,next_aki_stage3,semantic_transformer,138,1000,1000,0.5482239822849403,0.5858717513196244,,
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,demographic,138,1000,1000,0.5718116938192692,0.6039146554409076,0.05307070170156645,0.08741245913185003
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,xgboost,138,1000,1000,0.5706578264908134,0.6037085685920665,0.053072518292578835,0.08975575683929368
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,random_transformer,138,1000,1000,0.5703401095747348,0.600282375656457,0.05609338082377923,0.08905967226830441
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,hospital_death,semantic_transformer,138,1000,1000,0.6414964289320122,0.6725247081700069,,
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,demographic,138,1000,1000,0.533049856123716,0.5765897675927388,0.08040942127136814,0.12586784211771015
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,xgboost,138,1000,1000,0.5332262635433633,0.5777328801477067,0.07948950214492422,0.12609532523334033
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,random_transformer,138,1000,1000,0.5355774122956233,0.5701837023162035,0.08534109565640535,0.12418628731612363
label_proximal_excluded,post-hoc label-proximity sensitivity,hospital,MIMIC-III + MIMIC-IV,eICU,icu_death,semantic_transformer,138,1000,1000,0.6337625654738017,0.6796019191032401,,
